title,main_image,ingred_name,ingred_amount,recipe_step,recipe_image,views,writer
밑반찬 무조림,['https://recipe1.ezmember.co.kr/cache/recipe/2015/04/22/2c8336db6c5977326bc9792b9b0b9f561.jpg'],"['무(중간크기)', '진간장', '참기름', '다진마늘', '송송썬파', '설탕', '고춧가루', '통깨', '물']","['1/2개', '6스푼', '약간', '1/3스푼', '1스푼', '1/2스푼', '1스푼', '1/2스푼', '1/2종이컵']","['무는 1.5~2cm정도의 두께로 큼직하게 썰어 준비하고..', '진간장6스푼, 참기름약간, 다진마늘1/3스푼, 송송썰은파1스푼, 설탕1/2스푼, 고춧가루1스푼, 통깨 1/2스푼을 넣어 양념장을 만듭니다.', '무를 먼저 한켜깔고 양념장을 올려놓고, 다시 무를 깔고 양념장을 올린후에... 남은 양념장과 물1/2컵을 섞어 냄비에 부어줍니다.', '그런다음 센불에서 한소끔 끓기시작하면 불을 약불로 줄여서 15분가량 뭉근하게 쪼려줍니다. 그래야 무 속까지 양념이 잘 베인답니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2015/05/22/99f7495c0939cdfde5794832bdadc7171.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/22/8d221206b2d1ef3b5e35f96bc21a4c1e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/22/6252bc4f4d6e484898c0a98f1ab3af001.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/05/22/d4972524fe6ae5c3ec14db171a65ad631.jpg']",227028,
일본 이자카야 맛!!가리바타 무♡ガリバタ大根,['https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/287d5ffd28f84f7ddb8c5b5c45b03d3d1.jpg'],"['무', '마늘', '간장', '버터', '대파', '고춧가루', '소금']","['150g정도', '3~5조각', '1큰술', '10g정도', '적량', '조금', '조금']","['무를 먹기 쉬운 크기에 자르고 끓입니다.', '비등하면 그대로 5분 ~', '일단 소쿠리로 물기를 뺍니다.', '팬에 버터를 데우고 마늘을 볶습니다.', '무를 넣고 볶습니다~', '불이 통하면 간장,소금,고춧가루를 뿌립니다.', '잘 볶은후에 대파를 놓고 완성~']","['https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/5ab471dc75ef45bc8154a8d8a99c9ce31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/c63ef15e93668d3477d670c510737ad21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/baa3eac58969839fd2c28d2e4ca068a91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/df8752b06a474329abed5e138161c79f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/c9ce337102affcb4972517a690b7f33b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/6af0ede9731d5842a8123463e928ed571.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/11/20/5280124e68c42c832adb353b03a3a0081.jpg']",15588,
표고버섯 무밥 초간단 레시피/전기밥솥 요리,['https://recipe1.ezmember.co.kr/cache/recipe/2017/11/25/9664e34f29e604ec2291334e362f865f1.jpg'],"['쌀', '무', '표고버섯', '간장', '설탕', '고춧가루', '참기름', '다진마늘', '깨소금', '쪽파', '청양고추']","['3인분', '1/6개', '3개', '3T', '1T', '1T', '1T', '1T', '1/2T', '1T', '1T']","['무에서 물이 생기기 때문에,\n\n밥을 짓기전 물을 10%정도 적게 넣어주세요\n\n※저는 3인분만 했는데 이웃님들은 가족 인원수에 따라 재료를 적당히 가감해주세요:)', '무 1/6개, 표고버섯을 준비해 길게 채 썰어주세요.', '쌀 위로 채 썬 무와 표고버섯을 얹어줍니다.', '밥솥으로 고고!\n\n백미일반밥에 맞춰 기다려주면 표고버섯 무밥 완성!\n\n이제 기다리는 동안 양념장을 만들어 보아요:)', '간장 3T, 설탕1, 고춧가루 1T, 참기름 1T, 다진마늘 1T, 깨소금 1/2T, 청양고추,쪽파 1T씩을 모두 넣고 섞어주세요.', '짜잔!\n\n너무너무 맛있는 달큰한 표고버섯 무밥!\n\n그냥 먹어도 맛있고,\n\n양념장에 슥슥 비벼먹어도 맛있어요!\n\n표고버섯 무밥은 사랑입니다~\n\n^^\n\n즐거운 주말 보내세요♥\n\n우리 모두 건강하고 행복해요.\n\n씨유쑨!']","['https://recipe1.ezmember.co.kr/cache/recipe/2017/11/25/a6af83417714fa1b20730fb73d6a5e711.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/25/2c7100e745f7cf0cd1e53627791bf6061.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/25/bb7b1bb8adba797b24b80a35d26485ba1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/25/a51bbca98eac17f002cc331b1655d4cd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/25/1123b3f0aed2519fbf97feec2ab55ca21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/11/25/7ce3ac0252e3b3ce3716b2f2908264011.jpg']",58470,
"세발나물무침레시피, 건강은 기본, 새콤달콤한 맛은 덤",['https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/b474fca57fa791b5bc8b96fa964469dc1.jpg'],"['세발나물', '무', '고추장', '고추가루', '올리고당', '설탕', '식초', '소금', '참기름', '통깨', '다진마늘']","['1봉지', '1/2개', '1T', '2T', '2T', '1T', '3T', '1/3T', '1T', '1T', '0.5T']","['세발 나물을 물에 씻어 준비해 주세요.', '무는 절반만 사용을 할거에요. 무는 채를 썰어서 준비해 주세요.', '양념을 만들어 줄거에요. 먼저 고추장 1T를 넣어요.', '고추가루는 2T를 넣어 주세요.', '올리고당은 2T를 넣어주세요.', '설탕은 1T를 넣어주세요.', '식초를 3T넣어 주세요.', '소금은 1/3T 넣어주세요.', '참기름도 1T를 넣어주세요.', '통깨를 1T 넣어 주세요.', '다진마늘은 1/2T 넣어주세요. 또는 티스푼으로 1T를 넣어주세요.', '세발나물과 무채를 먼저 섞어주세요.한입에 먹기 좋게 2~3번 가위로 세발나물을 잘라 주세요.', '미리 만들어 놓은 양념을 나물 위에 뿌려 주세요.', '새콤달콤한 맛도 맛이지만 세발나물의 효능도 참 많아요.당뇨개선, 항산화, 변비, 심혈관질환 예방, 칼슘 함유량 높음']","['https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/21ecffaf21aa5790a439079873a041c31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/3d7ee621f2c26c3dd80c945cbc844dec1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/3a5daf13acce21baf6f4d152437ebe5a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/29233825bcfef4bf2a6fa8c31d86188c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/640cc73c6b1d2499bbe4007f98fe36fb1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/336420c6792ee66ce375aba5b1193ab61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/9fc2f5e35726d9716410d8aeeddd881b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/24e14d3fbb2a1e9770601ec20ccf8b311.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/3da93e20ddcc79609d857157ca76e0f31.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/a39e812e4d6b8c5097c3bf0fcbc79ffd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/5f6ce93e2e9a0d8c9e6901ef4d224d641.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/8fdece909ea58c352f1a6ed8f98a43af1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/e25a1062066aea909d3a832fbe30ba861.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/09/13/7057a9106c105d4f6544f0283ce42e5a1.jpg']",65349,
담백하고 얼큰하게 어묵무국 끓이기 ♪,['https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/596bcd8cb12284bbd5682ba00829cfb81.jpg'],"['어묵', '무', '다진파', '청양고추', '다진마늘', '간장', '소금']","['4장', '1밥공기가득', '2개', '1~2개', '1T', '0.5T', '0.5T']","['멸치육수를 만들어주세요!\n\n물은 1.5리터 정도 넣어주었어요^^', '육수가 만들어지는동안 무는 나박썰기 해서 준비해주시고, 파, 청양고추는 총총 다져주세요^^', '어묵도 한입크기로 잘라 뜨거운물에 잠시 담궈주세요~!', '육수가 우러나면 멸치는 건져내시고,\n\n무를 넣고 바글바글 끓여주세요!', '그리고 뜨거운물에 담궈놓은 어묵을 넣어주시구요~', '바글바글 끓어오르면 간장, 마늘, 소금, 쪽파, 청양고추를 넣어주시고 한소끔 더 끓여주시면 얼큰한 어묵무국 완성!']","['https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/ed6342e4c00595b1edd434dc00f8b8d61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/cd5fba913331a9fcc1451ebdde1d47601.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/710071b7e8a5f4159a66a13333e340711.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/6931856fbccf1eb729f98dfdfb01dee51.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/3bdfdd144e17cceb2c91079a87ce4eaf1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2015/09/25/4c12e7c4ff741812aaea1bd942d67a661.jpg']",94270,
칵테일새우 무우 두부국,['https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/1cee67e2f7dc3c2eb418b874cae6fec21.jpg'],"['칵테일새우', '무우', '두부', '대파', '멸치육수', '다진마늘', '집간장']","['1/2공기', '1/2공기', '1/2모', '', '4컵', '', '']","['칵테일새우 무우 두부 전체샷~', '멸치육수를 끓이다 나박하게 썬 무우를 넣고 끓여 주세요', '무우가 거의다 익었을때 칵테일 새우를 넣고 한소큼 끐여', '두부 대파 다진마늘 간장으로 간을해 마무리 합니다', '어른들 아침 맑은 국이나 이유식 아기에게도 부담없이 먹을 수 있어요']","['https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/abbee969b642becb222389da232898231.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/b0866a7d9e97da4f1b6dede823da5c3e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/16fe7dffeaffdb64c13ee7ec13ff928b1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/97a7a3e309fb254dbba8b866810853b61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/e3a4f7f72f1f07d12582e5a5e99164a01.jpg']",11835,
초간단 무반죽 포카치아 만들기,['https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/9b766be4b9f1cb927c86462c3f030bc81.jpg'],"['밀가루', '소금', '이스트', '따뜻한', '올리브유', '방울토마토', '올리브', '바질']","['500g', '10g', '7g', '470g', '3큰술', '적당량', '적당량', '조금']","['밀가루, 이스트 , 소금을 같이 넣고 섞어줍니다.', '따듯한 물을 넣고 섞어줍니다. 반죽 할 필요 없어요', '다 섞인 반죽에 올리브유를 2큰술 정도 뿌려준 후 냉장고에 넣어 하루정도 숙성시켜줍니다.', '하루 뒤 반죽이 꽤나 부풀었을텐데, 오븐용 트레이에 놓고 4시간 정도 그대로 둡니다. 영상을 보시면 이해하기 쉬울 거에요', '손으로 구멍을 콕콕 내줍니다. 이 작업 재밌어요', '준비하신 토핑 재료를 꼭꼭 눌러줍니다. 저는 토마토, 올리브, 바질을 사용했는데, 삶은 감자를 올리셔도 좋고, 로즈마리만 뿌리셔도 좋아요. 집에 있는 재료로 응용해서 만들어보세요', '올리브 오일과 물을 한숟가락씩 넣고 섞어준 후, 반죽 위에 뿌려줍니다. 그리고 210도의 오븐에서 2-30분 정도 노릇노릇해질때까지 구워주세요오븐', '다 구워진 반죽은 올리브오일과 발사믹 식초에 찍어먹으면 너무 맛있습니다.']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/2d5310aded028a819c8ce37033f952711.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/58fef5a8d7680b8189c6c2fe4f0fc06e1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/f3a13640d240427836f29e60c623ab511.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/9482e7eaa35218337ee5eb147f7847db1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/bfbe75a5681ffd9ccc0f5083cabf419b1.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/ec5196681834c7ade7e31ecbe17e5b681.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/f5e98cf5321e5bb9f2fca976a6bb10f11.png', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/05/06/b95b120b64c9e04d9f39a13bddd728511.png']",4051,
무볶음 만들기,['https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/bf9e787e1184da601ff0e739759c2c9c1.jpg'],"['무', '대파', '들기름', '맛소금', '마늘', '깨']","['1/2쪽', '약간', '3스푼', '1t', '1스푼', '1스푼']","['재료 준비해볼까요?\n\n무는 하얀색부분으로 반쪽을 준비해주세요\n\n대파는 약간 채썰어주세요\n\n대파경우 없어도 상관없어요', '무를 얇게 채 썰어주세요', '후라이팬에 들기름3스푼 넣어주세요', '대파약간 마늘1스푼 넣고 볶아주세요\n\n파향이 나도록 볶아주세요', '중불로 시작하세요\n\n무를 가득 넣어주세요\n\n볶아주세요', '맛소금 1t 넣어주세요\n\n작게 맛소금을 넣어주시고 간은 나중에 하시면 좋아요~^^ \n\n볶아주세요', '충분히 볶아주세요', '충분히 볶으면 옆그림처럼 무의 물이 나와요~ \n\n이때 약불로 바꿔주세요', '약불로 하셨으면 뚜껑을 닫아주세요~^^ \n\n1분정도 지나면 가스를꺼주세요', '뚜껑을 열면 무가 맛있게 익었어요\n\n마지막 깨1스푼 넣고 예쁘게 담아주세요', '맛있게 드심 완성~^^']","['https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/e4fdcb65eed0e68d108d5a590c911f2c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/6c28f043313b2e2853280aa8b10462311.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/04dd927317e8887dde434b1e6969c0c11.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/e5a557aa44f29feeade2554733b612011.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/c888a2d1c81794accddb21979c0e64931.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/d846b574d600eea4683c6f8902b4e9041.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/45c09309860b623f884099a80c99845d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/c8115c7adec6038dc3c9901e28ed73911.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/f0e53552db9a27b3e876a0be5da5ac0d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/eb18ba91932deea482ee97f9872b4fed1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2021/01/26/f68ef407eaf3274e607baa800aa04b7a1.jpg']",4036,
수미네 반찬 소고기 뭇국 끓이기. 경상도식이 더 맛있네~ 간단한 국 요리,['https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/cd775afc691be780d0aacd631c6ec9a51.jpg'],"['소고기', '무', '대파', '다진마늘', '고춧가루', '국간장', '물', '다진마늘', '후춧가루', '국간장']","['1주먹', '1/2개', '1대', '1T', '3t', '2T', '1리터', '1/2T', '3번', '2T']","['소고기 국거리용 부위는 찬물에 20-30분 정도 담궈 핏물을 빼 주세요.', '소고기의 핏물이 빠지면 결대로 도톰하게 먹기 좋게 썰어 주세요. 대부분 국거리용 부위는 기름이 없지만 기름이 있다면 제거 해 주세요.', '대파 한대는 어슷 썰어 주세요.', '무 반개는 나박나박 썰어 주세요.', '마른 냄비에 다진마늘 1T와 고춧가루 3t를 넣고 살짝 볶아 주세요.', '여기에 국간장 2T를 넣고 좀 더 볶아 주세요.\n\n이렇게만 볶아도 맛있는 냄새가 올라 오더라고요. ^^', '물 1리터를 넣고 뚜껑을 덮어 끓여 주세요.', '육수가 끓으면 잘라놓은 소고기를 넣고 야들야들해질 때까지 5분 정도 끓여 주세요.', '여기에 썰어 놓은 무를 넣고 다진마늘 반큰술, 후춧가루 3번 탈탈탈 넣고 15분 정도 끓여 주세요.', '어슷 썬 파를 넣고 중불로 10분 정도만 더 끓여 주세요.', '그럼 맛있는 소고기 뭇국 완성 입니다.\n\n간은 입맛에 따라 간장을 추가해 맞춰주시면 될 것 같아요.']","['https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/1799e5c98aa262c1eb3b59f57ced1df91.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/0137aef3cd2eae411c84660db00b81f21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/3ec41a49c69589cfb082ee524b329ea61.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/ed5bc4aa09e64ce8b0afb142698785431.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/cc2ddf44d57f2f9a2dd0828aedc1330d1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/d3375e3d07b2ef00a76f91dc87da925c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/d9d0d39983a6943cc46be10f968103271.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/095e76612548872eef6756ccb9436f521.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/f4f72970f0449606997ec25aef28d3f01.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/da930f33f1690285e21a2af6806faa021.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2020/06/18/f5507872a1b6156dc46905626a22a23c1.jpg']",58124,
집밥 백선생 레시피♪ 무새우젓국,['https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/60dcf963d98bd3700022ebe953c5d33c1.JPG'],"['무', '새우젓', '들기름', '물', '액젓', '간장', '간마늘', '대파']","['1/5토막', '1T', '3T', '4-5컵', '1T', '2T', '0.5T', '1대']","['무 1/5토막은 연필 깎듯이 깎아주세요. 새우젓 1T도 준비해 주세요.무 1/5토막, 새우젓 1T', '냄비에 들기름 3T 넣고들기름 3T', '무를 넣어 중불에서 한번 볶다가무중불', '새우젓 1T를 넣어 무가 투명해질 정도로 볶아주세요.새우젓 1T무가 투명해지기 전에 탈 것 같으면 물 살짝 추가해 주세요.', '무가 어느 정도 투명해지면 물 2컵과물 2컵센불', '액젓 1T액젓 1T센불참고로 백선생에서는 액젓 2T 넣었어요.', '간장 2T 넣고간장 2T센불', '간마늘 0.5T 넣어 센불에서 조리듯이 끓여주세요.간마늘 0.5T센불', '그 다음 이렇게 무가 얼추 익으면센불', '물을 2-3컵 정도 추가해주세요.물 2-3컵센불물은 입맛에 맞게 간 맞춰서 추가해주세요.', '마무리로 대파 넣어 한소끔 더 끓이면 완성입니다:)대파센불']","['https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/5b5246bcf730a57125f548d8a1f35f751.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/dbb75558c2c1da72ae554b08e8304c1f1.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/92794d3b33ce12fd8140d09b2d0bce2d1.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/c1f7bf7e36bbc3e556a646cfb629caf31.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/8ba08ecbdd68a48d5fd1073ba0d3806b1.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/8866cebda494d5fcc6e108d723bb71431.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/94a3447d76c577b905ba0afee448ee091.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/88036609c4325713cd65257613047d201.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/29545c3daa5709edce18320a3fd7663e1.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/995b1ed8adba38947f8e0f811b5e22cf1.JPG', 'https://recipe1.ezmember.co.kr/cache/recipe/2018/07/27/06a1ba623547a94ef4bf2075bc1fa5e81.JPG']",11074,
캔 꽁치 무찌개~*,['https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/ba93229a77896b4c8f663ae3e31468971.jpg'],"['꽁치캔', '양파', '대파', '무', '간장', '고춧가루', '다진마늘', '올리고당', '후추', '맛술']","['1캔', '1/2개', '1대', '150g', '5큰술', '2큰술', '1큰술', '1큰술', '톡톡', '2큰술']","['무우,대파,양파 썰어 주고', '위 양념 모두 넣고', '섞어 줍니다', '냄비에 무 깔아 주고\n\n꽁치를 부어준다\n\n(캔에 있는 국물은 선택)', '물 종이컵으로1 붓고\n\n준비한 양념 반은 남기고 \n\n꽁치 위 고루 얹어 주세요', '대파,양파 올려 주고', '남겨 놓은 양념 야채 위 \n\n고루 올려준다', '센불에서 보글보글 끓어 오르면', '약한불로 줄이고 뚜껑을 덮고', '푸욱 ~ 끓여 완성한다']","['https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/9c9c2f48f94a57ba3929e5aca9d8b8db1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/27bdbd0e01e037353f3be0e7abb021811.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/e5d2a5fc38ec975c89c86ad66b37828a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/d0436cfb36636f831eaa476916fece941.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/95da93251dc9ed1b733bdb6bfdf6a85a1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/eb4224d00deb655a85c1d0aaf77b440c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/6fa164c10719867687c705ae5688f6161.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/b8981ae8f2ab89bb2a262dfb898c182f1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/7e90672bf7ab309baebdd2b95a252dc41.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/08/25/c0c733d8e8d0c991ccb87ab04d3946831.jpg']",42165,
캔꽁치 무조림 극찬 받는 대박 레시피! 술 안주로도 굿,['https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/eba511256595d1e6e49ffdef5eeadabc1.jpg'],"['꽁치캔', '무', '물', '꽁치캔(국물)', '대파', '청양고추', '통깨', '들기름', '후추', '간장', '미림', '다진마늘', '올리고당', '고추가루']","['1캔', '3토막', '100ml', '1캔', '1/2대', '1개', '약간', '1T', '약간', '4T', '1T', '1/2T', '1T', '1T']","['무를 냄비 바닥에 깔아주고 물 100ml넣어서 뚜껑을 닫고 약불로 10분간 끓여주세요뚝배기 조리시엔 물이 금방 졸아요(참고 해주세요)', '캔꽁치 국물은 따로 담아두고 꽁치는 가위로 잘라주세요가위로 꼭 자르지 않아도 돼요', '캔꽁치 국물을 담아논 곳에 모든 양념을 부어 주세요.싱겁게 드시는 분들은 간장 양을 줄여 주세요~', '꽁치를 무위에 올리고 양념물 을 부어주고 뚜껑을 비스듬히 닫고 중불로 되직 해질 때까지 끓여주세요 중간중간 국물을 수저로 꽁치에 올려주세요중불', '국물이 점점 졸아들어요 무가 보일듯 하게 졸여지면 그때 파와 고추를 넣어요', '뚜껑을 연채로 국물이 거의 졸여지고 무가 투명해지면 통깨와 들기름 1T로 마무리 해주세요']","['https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/01af50aca711749cc896b5c7762ca18e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/ea0ab3afe8d31243c598d1ebe9e6b0bd1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/e415477fdf2f61976d22829681bb49851.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/e39128c22d33752d92158109e1c1847e1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/c74b15382669297c0fb5b5a24bb04a631.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2019/04/11/c9e10080725edaa851bcafc82b8d67dc1.jpg']",82463,
꼬들꼬들 무김치~식감 최고!!!,['https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/37d788c2b6f345051293f30ae2f9040a1.jpg'],"['무', '설탕', '까나리액젓', '매실청', '올리고당', '다진마늘', '통깨']","['1개', '4스푼(올리고당 2컵으로 대체 가능)', '2스푼', '2스푼', '2스푼', '1스푼', '조금']","['무는 가로로 자른후 다시 세로로 잘라주면 일정한 길이로 자를수있어요.크기는 원하는시는대로 자르되 두께는 0.5-0.7정도는 돼야 꼬들꼬들한 식감을 느낄수 있는것 같아요.(매번 좁게 잘라야지하면서 습관적으로 또 넓게 자르고 말았네요.넓게 자르면 나중에 모양이 덜 이쁜것 같으니 저처럼 넓게 자르진마셔요^^;;;)', '자른 무를 볼에 담고 소금 2,설탕 4(올리고당 2컵으로 대체가능)를 넣고 버무려두세요.전 왠지 올리고당이 좀 더 잘 절여지는것 같아요.(개인적인 의견이니 편한걸로 하심 될것 같아요)', '버무려둔후 1시간 정도 지나면 이렇게 물이 생겨요.최소한 2시간이상은 절여야 꼬들꼬들한 식감이 살아난답니다.전 4시간 정도 절인것 같아요.', '3-4시간 정도 지나서 물이 더 많이 생기고 무가 완전히 접힐정도로 절여졌을때 무를 체에 받친후 물기를 꼭 짜주세요', '물기를 꼭 짠 무를 볼에 담고 고춧가루 4,까나리액젓 2,매실청 2,다진마늘 1을 넣고 버무려주세요', '올리고당 2를 넣고 한번 더 버무려주세요.올리고당은마지막에 넣어서 윤기도 살리고 단맛도 조절하세요', '마지막으로 통깨 솔솔 뿌려주면 매콤달콤 꼬들꼬들 무김치 완성~']","['https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/bfaeff6a29d1a4c788131fc47e25b7ef1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/1ff0cbe5417eacdd97ff0d8299023a031.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/dd8efbbddd58f735d74596ec837e54491.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/dc0466e0bcef95f3fa6c09bcffc7d43c1.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/8ecea17e97ea3ec35a70439eaf1433d21.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/d12bc96ca73edc36600fe8975b30ab401.jpg', 'https://recipe1.ezmember.co.kr/cache/recipe/2017/05/15/210cc885a1241b3977ef152f25202c5f1.jpg']",61015,
